# class blue green red nir swir_1 swir_2 red_edge_1 red_edge_2 red_edge_3 BCMAD EMAD SMAD NDVI LAI MNDWI slope elevation mrrtf mrvbf
0.000000 980.683333 1338.975000 1754.033333 2904.758333 4069.733333 3239.733333 2137.033333 2538.025000 2759.116667 0.053777 949.713989 0.001672 0.249618 0.531520 -0.506498 2.742994 1418.175000 3.591667 2.016667
1.000000 720.550725 964.478261 1237.782609 2323.884058 3507.347826 2594.724638 1557.028986 1952.115942 2172.623188 0.073128 1068.779907 0.003044 0.310566 0.568222 -0.571422 3.577492 1411.811594 0.159420 4.405797
1.000000 647.605263 904.855263 1125.243421 2371.730263 3236.217105 2320.427632 1480.000000 1983.256579 2210.427632 0.066865 926.394836 0.002986 0.363897 0.674710 -0.566461 2.671973 1379.059211 0.539474 3.973684
0.000000 910.732143 1272.705357 1736.375000 2823.321429 4083.758929 3194.607143 2104.098214 2464.062500 2672.857143 0.051377 886.855774 0.001439 0.240005 0.482090 -0.525895 1.982414 1389.553571 4.946429 3.000000
1.000000 602.964286 805.880952 1012.690476 2048.880952 3016.107143 2237.488095 1312.690476 1709.607143 1910.011905 0.077897 934.679016 0.004662 0.345626 0.574186 -0.581362 2.197065 1417.642857 0.130952 3.892857
0.000000 908.422078 1223.889610 1613.967532 2665.012987 3944.688312 3127.129870 1967.311688 2316.551948 2516.545455 0.043772 714.391296 0.001363 0.248212 0.495540 -0.527778 2.798376 1428.084416 3.902597 1.389610
0.000000 920.219251 1268.422460 1687.834225 2705.122995 3862.374332 3102.053476 2038.502674 2382.973262 2580.481283 0.059624 966.071289 0.001413 0.234170 0.461040 -0.507544 1.957406 1429.860963 3.962567 1.786096
1.000000 726.439024 980.158537 1225.304878 2452.914634 3570.256098 2612.792683 1567.341463 2042.170732 2274.024390 0.063841 971.179871 0.005126 0.339697 0.661333 -0.569800 4.137798 1419.280488 0.121951 3.000000
1.000000 757.357143 1000.928571 1262.607143 2389.678571 3469.750000 2731.714286 1592.357143 2010.000000 2233.714286 0.083091 1267.029297 0.004715 0.311201 0.597494 -0.552924 3.472349 1424.464286 0.285714 1.892857
0.000000 924.545455 1273.920455 1685.215909 2767.522727 3781.250000 2971.136364 2049.375000 2421.659091 2632.090909 0.071506 1122.450684 0.001700 0.245790 0.498278 -0.497396 1.543189 1432.431818 3.568182 1.681818
1.000000 703.457831 941.048193 1159.457831 2367.253012 3268.445783 2510.421687 1478.216867 1990.939759 2225.385542 0.075727 1150.804077 0.006207 0.343973 0.659956 -0.554066 3.481562 1432.831325 0.204819 3.975904
0.000000 836.500000 1153.255814 1519.383721 2561.709302 3641.593023 2894.116279 1872.558140 2253.720930 2447.046512 0.054961 867.713501 0.002377 0.258447 0.496135 -0.520525 2.382652 1444.604651 4.000000 1.744186
1.000000 723.552239 962.000000 1201.164179 2306.432836 3393.477612 2632.582090 1511.656716 1942.597015 2157.492537 0.076084 1166.736084 0.004966 0.316742 0.592385 -0.558735 4.022295 1437.686567 0.985075 2.283582
1.000000 546.035714 743.000000 938.392857 1980.767857 2898.357143 1945.982143 1229.714286 1647.357143 1852.482143 0.080292 933.836243 0.004892 0.362951 0.582329 -0.592557 2.862914 1477.607143 0.000000 4.839286
0.000000 743.179104 1063.298507 1402.179104 2499.791045 3281.492537 2516.328358 1750.104478 2192.134328 2405.791045 0.077613 1117.130859 0.003059 0.283555 0.531009 -0.511880 1.403270 1494.089552 3.597015 1.985075
1.000000 473.388430 626.198347 784.644628 1653.148760 2785.553719 1887.809917 1043.214876 1379.661157 1547.884298 0.089742 1082.362915 0.011791 0.356055 0.494875 -0.633037 2.989689 1504.024793 0.760331 1.942149
0.000000 605.370370 807.222222 1017.967593 2132.754630 3108.606481 2231.814815 1342.953704 1785.000000 2007.268519 0.072541 897.919556 0.002828 0.354442 0.618686 -0.588301 2.350366 1521.703704 4.000000 1.912037
0.000000 689.495238 940.209524 1196.552381 2476.504762 3285.771429 2433.066667 1555.076190 2065.847619 2312.857143 0.072696 1050.980835 0.002922 0.357239 0.687134 -0.559850 2.040760 1428.038095 3.000000 2.961905
1.000000 739.120000 991.520000 1283.120000 2386.600000 3704.200000 2655.320000 1600.360000 1984.440000 2198.880000 0.058519 916.774292 0.003557 0.301930 0.568708 -0.578437 2.650771 1423.960000 0.280000 4.000000
1.000000 747.000000 991.307692 1259.846154 2515.769231 3820.076923 2697.384615 1611.923077 2083.692308 2320.153846 0.062323 1011.203979 0.003529 0.333269 0.667133 -0.587953 1.573378 1416.923077 0.000000 4.000000
0.000000 673.228571 914.657143 1215.857143 2294.142857 3411.371429 2530.714286 1544.228571 1957.514286 2167.028571 0.060695 842.476807 0.001912 0.306674 0.550027 -0.578742 2.181657 1421.514286 3.000000 4.000000
1.000000 541.625000 752.000000 942.357143 2016.178571 2700.142857 1936.625000 1257.571429 1690.035714 1893.464286 0.082079 986.624146 0.009202 0.368612 0.597784 -0.565538 3.090309 1416.732143 0.160714 3.553571
0.000000 839.327434 1187.132743 1570.256637 2673.353982 3775.221239 2973.106195 1924.911504 2320.637168 2537.858407 0.076155 1203.830566 0.003542 0.264718 0.514709 -0.525680 3.244248 1419.575221 3.000000 3.265487
1.000000 642.279570 889.494624 1129.451613 2293.397849 3075.419355 2307.344086 1469.451613 1930.795699 2153.354839 0.074859 1025.851440 0.007213 0.347655 0.623109 -0.553927 2.639251 1410.053763 0.268817 3.989247
0.000000 884.440329 1247.119342 1642.670782 2753.201646 3726.135802 2985.716049 2016.296296 2408.493827 2620.555556 0.068177 1127.535522 0.004236 0.259639 0.513625 -0.503446 2.723604 1409.810700 2.378601 3.534979
1.000000 612.500000 845.812500 1061.062500 2418.000000 3465.750000 2293.062500 1432.625000 1982.812500 2237.000000 0.068014 975.855835 0.004992 0.390309 0.746786 -0.607878 2.544083 1416.187500 1.000000 4.000000
0.000000 1033.984127 1459.063492 1927.666667 3087.873016 4095.349206 3356.063492 2321.888889 2753.507937 2966.634921 0.052532 1009.616882 0.002327 0.232261 0.504217 -0.474113 2.161840 1432.746032 4.000000 2.111111
1.000000 475.736842 645.460526 787.105263 1762.407895 2440.447368 1719.105263 1063.052632 1463.986842 1643.434211 0.094242 1016.535583 0.015883 0.382589 0.564886 -0.581927 2.930582 1556.578947 1.250000 4.000000
0.000000 745.223529 1060.713725 1419.266667 2516.854902 3493.890196 2588.333333 1764.894118 2196.901961 2400.996078 0.091471 1373.983398 0.004070 0.286041 0.529909 -0.538272 3.365483 1566.796078 3.929412 1.109804
0.000000 613.528646 857.346354 1125.166667 2202.164062 3131.364583 2339.304688 1462.976562 1886.440104 2088.067708 0.072151 976.831360 0.004281 0.325782 0.561949 -0.570967 2.224529 1491.158854 3.877604 1.718750
1.000000 733.695122 964.585366 1240.390244 2209.756098 3796.256098 2741.743902 1529.670732 1865.219512 2058.317073 0.048143 739.608215 0.002482 0.282459 0.502342 -0.595717 2.992531 1507.146341 4.597561 4.000000
1.000000 681.560000 936.686667 1145.973333 2251.293333 3563.326667 2548.100000 1487.513333 1920.366667 2124.433333 0.051165 716.711792 0.002761 0.333543 0.597863 -0.586704 3.088440 1481.040000 0.100000 4.613333
1.000000 781.774725 1094.192308 1362.406593 2579.730769 3933.472527 2920.714286 1733.598901 2210.983516 2436.510989 0.048949 791.683350 0.002875 0.324626 0.634832 -0.571826 2.503062 1477.401099 0.192308 4.467033
1.000000 589.511111 769.155556 911.977778 1939.900000 3014.733333 2356.055556 1188.588889 1624.366667 1816.466667 0.075928 985.609558 0.006442 0.361782 0.599549 -0.593598 2.935181 1529.100000 0.866667 3.900000
1.000000 638.052632 849.836842 1082.157895 2096.068421 3394.357895 2540.568421 1367.426316 1752.989474 1952.484211 0.054024 771.151794 0.002782 0.320513 0.546605 -0.600603 2.601923 1499.168421 0.894737 3.978947
1.000000 615.273585 806.698113 946.386792 2016.735849 3099.117925 2529.000000 1238.839623 1700.080189 1899.882075 0.067904 906.409790 0.005570 0.362703 0.621188 -0.587534 4.368812 1543.981132 0.410377 1.985849
0.000000 677.075439 994.817544 1393.226316 2382.128070 3320.177193 2483.256140 1721.508772 2100.801754 2288.842105 0.081972 1176.563599 0.003445 0.265487 0.455139 -0.541091 2.819349 1539.973684 3.996491 3.573684
0.000000 874.376068 1216.381766 1557.923077 2758.641026 3557.641026 2766.361823 1919.549858 2404.418803 2639.478632 0.071350 1148.810303 0.002299 0.287846 0.591351 -0.494341 3.263623 1522.823362 3.737892 1.581197
1.000000 636.728155 859.660194 1083.553398 2207.077670 3273.728155 2251.582524 1399.922330 1846.310680 2065.757282 0.073708 998.817383 0.005932 0.342907 0.612025 -0.584362 4.679685 1508.378641 0.368932 3.902913
1.000000 664.562500 868.851562 1074.562500 2095.851562 3504.898438 2587.632812 1358.710938 1747.632812 1948.093750 0.058537 823.004272 0.004130 0.324287 0.562718 -0.603282 4.395618 1504.921875 0.625000 3.601562
